date_key,calendar_date,year_month,calendar_year,month_name,day_name,is_weekend,orders,valid_orders,canceled_orders,delivered_orders,active_customers,revenue,item_revenue,freight_revenue,units_sold,avg_order_value,cancellation_rate_pct,late_delivery_rate_pct,avg_review_score,avg_days_to_deliver,revenue_7d_avg
20170403,2017-04-03,2017-04,2017,Apr,Monday,0,72,72,0,68,72,10776.9,9156.76,1620.14,87.0,149.68,0.0,4.41,3.99,13.06,12778.72
20170404,2017-04-04,2017-04,2017,Apr,Tuesday,0,96,96,0,96,96,14152.99,12301.65,1851.34,109.0,147.43,0.0,7.29,4.2,16.36,12796.51
20170405,2017-04-05,2017-04,2017,Apr,Wednesday,0,96,96,0,93,93,20774.55,18902.94,1871.61,102.0,216.4,0.0,7.53,4.35,11.81,14363.53
20170406,2017-04-06,2017-04,2017,Apr,Thursday,0,96,95,0,92,95,25242.81,23168.89,2073.92,110.0,265.71,0.0,4.35,3.98,14.03,16336.07
20170407,2017-04-07,2017-04,2017,Apr,Friday,0,85,84,1,82,83,14962.24,13250.29,1711.95,94.0,178.12,1.18,8.54,4.15,14.21,16509.89
20170408,2017-04-08,2017-04,2017,Apr,Saturday,1,68,66,0,64,67,10053.58,8785.09,1268.49,71.0,152.33,0.0,7.81,3.78,14.8,15224.12
20170409,2017-04-09,2017-04,2017,Apr,Sunday,1,73,71,2,68,70,9341.0,7914.65,1426.35,76.0,131.56,2.74,2.94,3.88,13.75,15043.44
20170410,2017-04-10,2017-04,2017,Apr,Monday,0,87,86,1,84,87,13321.95,11577.41,1744.54,94.0,154.91,1.15,5.95,3.97,12.25,15407.02
20170411,2017-04-11,2017-04,2017,Apr,Tuesday,0,78,77,0,73,78,9802.58,8296.51,1506.07,84.0,127.31,0.0,6.85,4.04,14.34,14785.53
20170412,2017-04-12,2017-04,2017,Apr,Wednesday,0,63,62,1,61,63,9220.27,8069.21,1151.06,65.0,148.71,1.59,9.84,3.78,15.18,13134.92
20170413,2017-04-13,2017-04,2017,Apr,Thursday,0,60,60,0,60,59,11213.93,9691.43,1522.5,64.0,186.9,0.0,6.67,4.12,17.08,11130.79
20170414,2017-04-14,2017-04,2017,Apr,Friday,0,54,51,3,47,54,8326.42,7001.07,1325.35,58.0,163.26,5.56,2.13,3.8,17.32,10182.82
20170415,2017-04-15,2017-04,2017,Apr,Saturday,1,52,52,0,49,52,9391.56,8333.94,1057.62,55.0,180.61,0.0,10.2,3.92,15.55,10088.24
20170416,2017-04-16,2017-04,2017,Apr,Sunday,1,49,49,0,47,48,6514.8,5455.96,1058.84,52.0,132.96,0.0,6.38,4.0,17.3,9684.5
20170417,2017-04-17,2017-04,2017,Apr,Monday,0,65,64,1,58,65,9277.43,7966.87,1310.56,67.0,144.96,1.54,8.62,3.88,15.57,9106.71
20170418,2017-04-18,2017-04,2017,Apr,Tuesday,0,71,71,0,71,71,23433.86,21286.72,2147.14,84.0,330.05,0.0,7.04,4.2,16.9,11054.04
20170419,2017-04-19,2017-04,2017,Apr,Wednesday,0,97,97,0,93,96,13941.25,12103.46,1837.79,112.0,143.72,0.0,15.05,3.84,17.13,11728.46
20170420,2017-04-20,2017-04,2017,Apr,Thursday,0,98,96,1,91,93,15722.39,13373.14,2349.25,115.0,163.77,1.02,9.89,3.85,16.31,12372.53
20170421,2017-04-21,2017-04,2017,Apr,Friday,0,68,67,1,66,68,10089.18,8446.26,1642.92,76.0,150.58,1.47,6.06,3.75,16.15,12624.35
20170422,2017-04-22,2017-04,2017,Apr,Saturday,1,84,83,0,82,83,14865.41,12860.18,2005.23,94.0,179.1,0.0,6.1,3.94,14.67,13406.33
20170423,2017-04-23,2017-04,2017,Apr,Sunday,1,88,85,2,84,87,11656.9,10029.05,1627.85,90.0,137.14,2.27,4.76,4.02,14.56,14140.92
20170424,2017-04-24,2017-04,2017,Apr,Monday,0,115,114,1,110,115,15762.06,13296.03,2466.03,129.0,138.26,0.87,10.0,3.96,15.12,15067.29
20170425,2017-04-25,2017-04,2017,Apr,Tuesday,0,111,111,0,106,111,17167.66,14671.74,2495.92,123.0,154.66,0.0,7.55,4.08,13.14,14172.12
20170426,2017-04-26,2017-04,2017,Apr,Wednesday,0,125,123,2,122,125,18118.2,15430.49,2687.71,137.0,147.3,1.6,6.56,4.07,15.45,14768.83
20170427,2017-04-27,2017-04,2017,Apr,Thursday,0,80,78,2,75,80,11871.67,9851.71,2019.96,100.0,152.2,2.5,0.0,4.25,14.37,14218.73
20170428,2017-04-28,2017-04,2017,Apr,Friday,0,98,98,0,95,98,18063.29,15790.49,2272.8,108.0,184.32,0.0,6.32,4.06,17.52,15357.88
20170429,2017-04-29,2017-04,2017,Apr,Saturday,1,74,73,0,70,74,13687.02,11912.63,1774.39,86.0,187.49,0.0,2.86,4.0,15.39,15189.54
20170430,2017-04-30,2017-04,2017,Apr,Sunday,1,68,68,0,66,68,9437.0,8091.16,1345.84,71.0,138.78,0.0,4.55,4.16,17.05,14872.41
20170501,2017-05-01,2017-05,2017,May,Monday,0,117,116,1,111,114,14796.77,12580.27,2216.5,131.0,127.56,0.85,3.6,4.0,14.15,14734.52
20170502,2017-05-02,2017-05,2017,May,Tuesday,0,128,125,2,122,128,20307.77,17640.2,2667.57,136.0,162.46,1.56,4.1,4.06,14.7,15183.1
20170503,2017-05-03,2017-05,2017,May,Wednesday,0,103,102,1,101,103,12136.38,10053.56,2082.82,111.0,118.98,0.97,6.93,4.16,16.23,14328.56
20170504,2017-05-04,2017-05,2017,May,Thursday,0,109,108,0,107,107,15813.96,13508.55,2305.41,122.0,146.43,0.0,0.93,4.21,13.5,14891.74
20170505,2017-05-05,2017-05,2017,May,Friday,0,111,110,0,104,109,16342.51,13969.76,2372.75,123.0,148.57,0.0,1.92,3.91,13.07,14645.92
20170506,2017-05-06,2017-05,2017,May,Saturday,1,109,107,0,103,106,18592.8,16219.98,2372.82,127.0,173.76,0.0,1.94,4.19,12.19,15346.74
20170507,2017-05-07,2017-05,2017,May,Sunday,1,111,109,0,102,109,19724.42,17167.87,2556.55,120.0,180.96,0.0,1.96,4.01,11.88,16816.37
20170508,2017-05-08,2017-05,2017,May,Monday,0,124,122,0,120,123,19022.66,16148.41,2874.25,143.0,155.92,0.0,3.33,4.33,11.68,17420.07
20170509,2017-05-09,2017-05,2017,May,Tuesday,0,128,124,1,120,127,23821.01,20787.05,3033.96,153.0,192.1,0.78,4.17,4.13,11.8,17921.96
20170510,2017-05-10,2017-05,2017,May,Wednesday,0,116,115,1,109,114,23249.9,20927.49,2322.41,124.0,202.17,0.86,4.59,4.16,10.76,19509.61
20170511,2017-05-11,2017-05,2017,May,Thursday,0,126,126,0,124,125,21182.25,18164.55,3017.7,138.0,168.11,0.0,5.65,4.11,10.27,20276.51
20170512,2017-05-12,2017-05,2017,May,Friday,0,115,110,3,105,112,14547.88,12191.61,2356.27,119.0,132.25,2.61,5.71,3.87,12.06,20020.13
20170513,2017-05-13,2017-05,2017,May,Saturday,1,73,72,1,67,72,10592.67,9053.65,1539.02,80.0,147.12,1.37,0.0,3.82,11.09,18877.26
20170514,2017-05-14,2017-05,2017,May,Sunday,1,112,110,2,108,112,17316.33,15022.9,2293.43,127.0,157.42,1.79,4.63,4.1,10.62,18533.24
20170515,2017-05-15,2017-05,2017,May,Monday,0,157,153,1,149,154,21237.58,17822.03,3415.55,170.0,138.81,0.64,2.01,3.93,10.58,18849.66
20170516,2017-05-16,2017-05,2017,May,Tuesday,0,153,150,1,149,150,24286.06,21115.89,3170.17,171.0,161.91,0.65,2.01,4.08,9.88,18916.1
20170517,2017-05-17,2017-05,2017,May,Wednesday,0,141,140,1,139,140,21217.81,18195.95,3021.86,155.0,151.56,0.71,2.88,4.23,11.74,18625.8
20170518,2017-05-18,2017-05,2017,May,Thursday,0,125,125,0,124,123,20856.51,18245.13,2611.38,140.0,166.85,0.0,2.42,4.0,11.25,18579.26
20170519,2017-05-19,2017-05,2017,May,Friday,0,144,144,0,140,139,21517.68,18397.67,3120.01,168.0,149.43,0.0,2.14,4.13,10.77,19574.95
20170520,2017-05-20,2017-05,2017,May,Saturday,1,72,72,0,70,71,12354.47,10632.41,1722.06,80.0,171.59,0.0,1.43,4.24,10.56,19826.63
20170521,2017-05-21,2017-05,2017,May,Sunday,1,148,148,0,145,144,20368.53,17426.2,2942.33,164.0,137.63,0.0,2.07,4.18,9.7,20262.66
20170522,2017-05-22,2017-05,2017,May,Monday,0,148,148,0,145,145,28906.6,25414.2,3492.4,167.0,195.31,0.0,2.07,4.18,9.77,21358.24
20170523,2017-05-23,2017-05,2017,May,Tuesday,0,125,124,1,120,125,20405.66,17625.88,2779.78,141.0,164.56,0.8,4.17,4.1,10.0,20803.89
20170524,2017-05-24,2017-05,2017,May,Wednesday,0,142,141,0,140,139,26595.31,23350.97,3244.34,159.0,188.62,0.0,5.0,4.3,10.71,21572.11
20170525,2017-05-25,2017-05,2017,May,Thursday,0,108,104,2,103,107,17431.59,15116.79,2314.8,115.0,167.61,1.85,1.94,4.23,11.83,21082.83
20170526,2017-05-26,2017-05,2017,May,Friday,0,80,78,1,77,79,12495.32,10651.18,1844.14,93.0,160.2,1.25,2.6,4.05,11.6,19793.93
20170527,2017-05-27,2017-05,2017,May,Saturday,1,83,79,3,77,81,15845.87,13960.71,1885.16,91.0,200.58,3.61,2.6,4.22,10.94,20292.7
20170528,2017-05-28,2017-05,2017,May,Sunday,1,98,98,0,98,98,11107.24,9262.62,1844.62,106.0,113.34,0.0,1.02,4.41,10.06,18969.66
20170529,2017-05-29,2017-05,2017,May,Monday,0,160,157,2,151,159,21774.91,18732.86,3042.05,177.0,138.69,1.25,1.99,4.04,9.98,17950.84
20170530,2017-05-30,2017-05,2017,May,Tuesday,0,105,100,2,98,104,16248.81,13947.59,2301.22,116.0,162.49,1.9,3.06,4.17,11.27,17357.01
20170531,2017-05-31,2017-05,2017,May,Wednesday,0,129,123,3,118,129,22613.57,19825.26,2788.31,139.0,183.85,2.33,2.54,4.21,12.1,16788.19
20170601,2017-06-01,2017-06,2017,Jun,Thursday,0,124,124,0,123,122,21762.33,19305.25,2457.08,136.0,175.5,0.0,1.63,3.97,11.25,17406.86
20170602,2017-06-02,2017-06,2017,Jun,Friday,0,127,126,0,123,125,21603.97,19131.33,2472.64,135.0,171.46,0.0,1.63,4.18,12.08,18708.1
20170603,2017-06-03,2017-06,2017,Jun,Saturday,1,89,89,0,88,89,12265.44,10450.35,1815.09,101.0,137.81,0.0,4.55,4.03,14.28,18196.61
20170604,2017-06-04,2017-06,2017,Jun,Sunday,1,102,101,0,99,101,15898.48,13863.23,2035.25,106.0,157.41,0.0,2.02,4.38,12.12,18881.07
20170605,2017-06-05,2017-06,2017,Jun,Monday,0,147,145,1,142,145,26742.6,23925.55,2817.05,162.0,184.43,0.68,1.41,4.07,11.13,19590.74
20170606,2017-06-06,2017-06,2017,Jun,Tuesday,0,134,133,1,128,130,17307.99,14589.15,2718.84,156.0,130.14,0.75,1.56,4.16,11.3,19742.05
20170607,2017-06-07,2017-06,2017,Jun,Wednesday,0,129,124,1,122,127,15397.67,12771.66,2626.01,132.0,124.17,0.78,4.92,4.03,13.11,18711.21
20170608,2017-06-08,2017-06,2017,Jun,Thursday,0,137,137,0,134,134,22100.45,18503.08,3597.37,151.0,161.32,0.0,2.24,4.16,12.62,18759.51
20170609,2017-06-09,2017-06,2017,Jun,Friday,0,108,106,1,105,106,18589.83,16051.35,2538.48,127.0,175.38,0.93,0.0,4.1,11.96,18328.92
20170610,2017-06-10,2017-06,2017,Jun,Saturday,1,77,76,0,72,76,9807.18,8220.35,1586.83,83.0,129.04,0.0,0.0,3.91,12.01,17977.74
20170611,2017-06-11,2017-06,2017,Jun,Sunday,1,115,113,0,111,112,16609.43,14303.56,2305.87,126.0,146.99,0.0,4.5,4.18,12.57,18079.31
20170612,2017-06-12,2017-06,2017,Jun,Monday,0,126,125,0,121,126,17290.77,14803.11,2487.66,149.0,138.33,0.0,7.44,4.2,13.33,16729.05
20170613,2017-06-13,2017-06,2017,Jun,Tuesday,0,126,124,1,121,125,16468.43,13926.19,2542.24,140.0,132.81,0.79,1.65,4.21,11.87,16609.11
20170614,2017-06-14,2017-06,2017,Jun,Wednesday,0,131,130,0,128,127,23373.59,20441.67,2931.92,147.0,179.8,0.0,5.47,4.09,13.45,17748.53
20170615,2017-06-15,2017-06,2017,Jun,Thursday,0,108,105,2,103,104,14820.47,12665.77,2154.7,118.0,141.15,1.85,2.91,4.01,14.2,16708.53
20170616,2017-06-16,2017-06,2017,Jun,Friday,0,97,95,2,94,96,14673.21,12831.33,1841.88,103.0,154.45,2.06,4.26,4.12,13.11,16149.01
20170617,2017-06-17,2017-06,2017,Jun,Saturday,1,75,74,0,72,74,12746.15,11264.77,1481.38,84.0,172.25,0.0,4.17,3.95,11.83,16568.86
20170618,2017-06-18,2017-06,2017,Jun,Sunday,1,90,88,2,87,88,17584.14,15726.27,1857.87,99.0,199.82,2.22,1.15,4.2,11.09,16708.11
20170619,2017-06-19,2017-06,2017,Jun,Monday,0,156,155,1,152,152,25849.71,22692.83,3156.88,178.0,166.77,0.64,3.95,4.08,11.38,17930.81
20170620,2017-06-20,2017-06,2017,Jun,Tuesday,0,94,92,1,90,93,14069.74,10968.33,3101.41,107.0,152.93,1.06,2.22,3.88,10.16,17588.14
20170621,2017-06-21,2017-06,2017,Jun,Wednesday,0,35,35,0,34,35,7271.58,6183.65,1087.93,38.0,207.76,0.0,5.88,4.43,9.47,15287.86
20170622,2017-06-22,2017-06,2017,Jun,Thursday,0,88,86,2,83,87,10394.48,8643.41,1751.07,96.0,120.87,2.27,6.02,4.02,12.12,14655.57
20170623,2017-06-23,2017-06,2017,Jun,Friday,0,107,106,1,103,106,15422.94,13023.98,2398.96,116.0,145.5,0.93,0.0,4.42,11.72,14762.68
20170624,2017-06-24,2017-06,2017,Jun,Saturday,1,76,76,0,74,75,10013.7,8325.65,1688.05,81.0,131.76,0.0,8.11,4.09,13.5,14372.33
20170625,2017-06-25,2017-06,2017,Jun,Sunday,1,105,105,0,99,102,20734.34,17646.18,3088.16,117.0,197.47,0.0,1.01,4.16,10.34,14822.36
20170626,2017-06-26,2017-06,2017,Jun,Monday,0,72,72,0,67,69,15200.32,13414.76,1785.56,83.0,211.12,0.0,4.48,4.15,11.58,13301.01
20170627,2017-06-27,2017-06,2017,Jun,Tuesday,0,141,140,0,140,141,19575.96,16681.61,2894.35,153.0,139.83,0.0,1.43,4.16,10.2,14087.62
20170628,2017-06-28,2017-06,2017,Jun,Wednesday,0,120,120,0,117,119,17051.85,14655.82,2396.03,128.0,142.1,0.0,3.42,4.13,11.6,15484.8
20170629,2017-06-29,2017-06,2017,Jun,Thursday,0,114,110,0,110,112,14275.04,12169.53,2105.51,122.0,129.77,0.0,3.64,4.13,11.32,16039.16
20170630,2017-06-30,2017-06,2017,Jun,Friday,0,95,93,0,93,95,14750.45,12736.89,2013.56,97.0,158.61,0.0,3.23,4.35,13.0,15943.09
20170701,2017-07-01,2017-07,2017,Jul,Saturday,1,80,80,0,77,80,14139.0,12151.75,1987.25,94.0,176.74,0.0,1.3,4.04,12.95,16532.42
20170702,2017-07-02,2017-07,2017,Jul,Sunday,1,108,104,2,102,107,13634.96,11459.45,2175.51,117.0,131.11,1.85,1.96,4.18,10.67,15518.23
20170703,2017-07-03,2017-07,2017,Jul,Monday,0,118,116,1,111,117,19192.61,16569.25,2623.36,129.0,165.45,0.85,0.9,4.19,11.42,16088.55
20170704,2017-07-04,2017-07,2017,Jul,Tuesday,0,125,123,0,120,122,17940.64,15484.24,2456.4,134.0,145.86,0.0,5.0,4.01,11.45,15854.94
20170705,2017-07-05,2017-07,2017,Jul,Wednesday,0,145,139,2,138,142,23994.92,20662.92,3332.0,161.0,172.63,1.38,3.62,4.06,11.83,16846.8
20170706,2017-07-06,2017-07,2017,Jul,Thursday,0,154,148,0,140,152,25716.31,22223.72,3492.59,162.0,173.76,0.0,2.14,4.14,12.33,18481.27
20170707,2017-07-07,2017-07,2017,Jul,Friday,0,121,116,1,114,120,15764.14,13237.87,2526.27,133.0,135.9,0.83,0.0,4.31,12.2,18626.08
20170708,2017-07-08,2017-07,2017,Jul,Saturday,1,84,83,0,83,83,11897.07,10206.86,1690.21,91.0,143.34,0.0,0.0,4.44,11.37,18305.81
20170709,2017-07-09,2017-07,2017,Jul,Sunday,1,94,88,3,88,94,9915.73,8070.58,1845.15,96.0,112.68,3.19,3.41,4.0,11.26,17774.49
20170710,2017-07-10,2017-07,2017,Jul,Monday,0,143,140,0,140,140,20397.34,17326.93,3070.41,156.0,145.7,0.0,5.71,4.34,12.14,17946.59
20170711,2017-07-11,2017-07,2017,Jul,Tuesday,0,165,161,1,158,164,23591.05,19973.79,3617.26,183.0,146.53,0.61,1.9,4.25,11.15,18753.79
20170712,2017-07-12,2017-07,2017,Jul,Wednesday,0,153,147,2,145,153,22270.41,19042.22,3228.19,164.0,151.5,1.31,3.45,4.03,11.93,18507.44
20170713,2017-07-13,2017-07,2017,Jul,Thursday,0,137,136,1,131,135,17902.73,14465.01,3437.72,154.0,131.64,0.73,3.82,4.05,12.95,17391.21
20170714,2017-07-14,2017-07,2017,Jul,Friday,0,149,149,0,148,147,21833.26,18745.15,3088.11,168.0,146.53,0.0,0.68,4.16,12.51,18258.23
20170715,2017-07-15,2017-07,2017,Jul,Saturday,1,98,98,0,97,98,13128.06,10930.56,2197.5,112.0,133.96,0.0,2.06,4.21,12.54,18434.08
20170716,2017-07-16,2017-07,2017,Jul,Sunday,1,114,111,2,107,113,15540.9,13027.62,2513.28,146.0,140.01,1.75,5.61,4.02,12.51,19237.68
20170717,2017-07-17,2017-07,2017,Jul,Monday,0,168,163,0,162,165,25363.55,21554.98,3808.57,194.0,155.6,0.0,3.7,4.07,10.68,19947.14
20170718,2017-07-18,2017-07,2017,Jul,Tuesday,0,192,190,0,188,188,32186.33,28238.2,3948.13,220.0,169.4,0.0,3.72,4.08,11.27,21175.03
20170719,2017-07-19,2017-07,2017,Jul,Wednesday,0,153,150,0,148,150,19710.43,16545.34,3165.09,171.0,131.4,0.0,2.03,4.16,11.05,20809.32
20170720,2017-07-20,2017-07,2017,Jul,Thursday,0,142,140,1,139,142,21187.91,17974.18,3213.73,167.0,151.34,0.7,2.88,4.23,11.58,21278.63
20170721,2017-07-21,2017-07,2017,Jul,Friday,0,115,113,1,112,112,15124.86,12799.85,2325.01,130.0,133.85,0.87,3.57,4.11,11.88,20320.29
20170722,2017-07-22,2017-07,2017,Jul,Saturday,1,88,88,0,87,84,13318.54,11456.81,1861.73,101.0,151.35,0.0,2.3,4.08,12.49,20347.5
20170723,2017-07-23,2017-07,2017,Jul,Sunday,1,105,104,0,101,104,14005.72,12117.61,1888.11,107.0,134.67,0.0,0.99,4.24,9.92,20128.19
20170724,2017-07-24,2017-07,2017,Jul,Monday,0,162,158,3,157,159,21344.73,18212.72,3132.01,176.0,135.09,1.85,5.1,4.22,11.11,19554.07
20170725,2017-07-25,2017-07,2017,Jul,Tuesday,0,153,149,3,145,151,20104.92,17070.12,3034.8,169.0,134.93,1.96,2.76,4.05,10.88,17828.16
20170726,2017-07-26,2017-07,2017,Jul,Wednesday,0,124,121,2,117,121,13709.72,11097.25,2612.47,144.0,113.3,1.61,2.56,4.37,10.7,16970.91
20170727,2017-07-27,2017-07,2017,Jul,Thursday,0,124,123,0,121,123,18729.08,15693.93,3035.15,138.0,152.27,0.0,2.48,4.23,11.86,16619.65
20170728,2017-07-28,2017-07,2017,Jul,Friday,0,132,132,0,130,129,23276.3,20043.16,3233.14,153.0,176.34,0.0,2.31,4.38,11.88,17784.14
20170729,2017-07-29,2017-07,2017,Jul,Saturday,1,115,114,1,109,112,18205.24,15814.28,2390.96,129.0,159.7,0.87,3.67,4.0,11.64,18482.24
20170730,2017-07-30,2017-07,2017,Jul,Sunday,1,117,117,0,114,116,15341.68,12944.87,2396.81,130.0,131.13,0.0,0.88,4.2,9.55,18673.1
20170731,2017-07-31,2017-07,2017,Jul,Monday,0,148,145,2,143,144,20285.59,17146.08,3139.51,164.0,139.9,1.35,2.8,4.16,9.45,18521.79
20170801,2017-08-01,2017-08,2017,Aug,Tuesday,0,165,165,0,161,164,25413.33,21745.04,3668.29,185.0,154.02,0.0,4.35,4.18,11.12,19280.13
20170802,2017-08-02,2017-08,2017,Aug,Wednesday,0,157,152,3,149,157,20933.4,17999.35,2934.05,169.0,137.72,1.91,2.68,3.97,9.64,20312.09
20170803,2017-08-03,2017-08,2017,Aug,Thursday,0,148,145,2,144,146,22063.41,18985.61,3077.8,165.0,152.16,1.35,2.08,4.36,10.48,20788.42
20170804,2017-08-04,2017-08,2017,Aug,Friday,0,142,141,0,139,139,21629.61,18361.62,3267.99,161.0,153.4,0.0,2.88,4.27,12.28,20553.18
20170805,2017-08-05,2017-08,2017,Aug,Saturday,1,115,114,1,113,113,14407.83,11898.24,2509.59,125.0,126.38,0.87,1.77,4.33,12.15,20010.69
20170806,2017-08-06,2017-08,2017,Aug,Sunday,1,109,108,0,105,108,16965.11,14181.14,2783.97,122.0,157.08,0.0,3.81,4.1,12.39,20242.61
20170807,2017-08-07,2017-08,2017,Aug,Monday,0,157,157,0,157,155,26629.34,23257.84,3371.5,182.0,169.61,0.0,2.55,4.34,10.41,21148.86
20170808,2017-08-08,2017-08,2017,Aug,Tuesday,0,146,146,0,146,145,21527.55,18661.63,2865.92,159.0,147.45,0.0,4.11,4.34,10.84,20593.75
20170809,2017-08-09,2017-08,2017,Aug,Wednesday,0,144,141,1,140,144,23752.27,20508.27,3244.0,160.0,168.46,0.69,1.43,4.25,10.49,20996.45
20170810,2017-08-10,2017-08,2017,Aug,Thursday,0,157,154,1,154,153,23196.09,19865.55,3330.54,175.0,150.62,0.64,3.9,4.26,12.27,21158.26
20170811,2017-08-11,2017-08,2017,Aug,Friday,0,141,137,1,133,138,22339.47,19139.34,3200.13,163.0,163.06,0.71,2.26,4.2,11.4,21259.67
20170812,2017-08-12,2017-08,2017,Aug,Saturday,1,98,95,2,91,96,15511.91,13371.96,2139.95,106.0,163.28,2.04,3.3,4.16,11.24,21417.39
20170813,2017-08-13,2017-08,2017,Aug,Sunday,1,96,91,1,90,96,14405.43,12264.29,2141.14,108.0,158.3,1.04,2.22,4.2,9.98,21051.72
20170814,2017-08-14,2017-08,2017,Aug,Monday,0,159,154,2,153,156,21275.26,17927.47,3347.79,174.0,138.15,1.26,1.31,4.25,9.69,20286.85
20170815,2017-08-15,2017-08,2017,Aug,Tuesday,0,194,193,0,186,190,27940.67,23727.26,4213.41,210.0,144.77,0.0,2.69,4.25,12.05,21203.01
20170816,2017-08-16,2017-08,2017,Aug,Wednesday,0,174,170,3,166,170,25056.39,21098.91,3957.48,204.0,147.39,1.72,3.61,4.25,11.17,21389.32
20170817,2017-08-17,2017-08,2017,Aug,Thursday,0,158,155,1,153,155,21737.95,18357.91,3380.04,169.0,140.24,0.63,3.92,4.2,11.92,21181.01
20170818,2017-08-18,2017-08,2017,Aug,Friday,0,147,146,1,141,145,20025.87,17132.01,2893.86,160.0,137.16,0.68,2.84,4.19,11.23,20850.5
20170819,2017-08-19,2017-08,2017,Aug,Saturday,1,108,107,1,106,108,15072.0,12882.48,2189.52,123.0,140.86,0.93,1.89,4.11,11.16,20787.65
20170820,2017-08-20,2017-08,2017,Aug,Sunday,1,104,103,0,103,103,14955.17,12873.78,2081.39,118.0,145.2,0.0,0.97,4.19,9.9,20866.19
20170821,2017-08-21,2017-08,2017,Aug,Monday,0,177,177,0,172,175,26019.72,22219.35,3800.37,212.0,147.0,0.0,2.91,4.25,10.03,21543.97
20170822,2017-08-22,2017-08,2017,Aug,Tuesday,0,138,136,1,135,134,19749.47,16627.12,3122.35,161.0,145.22,0.72,2.22,4.25,10.38,20373.8
20170823,2017-08-23,2017-08,2017,Aug,Wednesday,0,112,111,0,111,110,18593.79,15873.61,2720.18,158.0,167.51,0.0,2.7,4.2,10.48,19450.57
20170824,2017-08-24,2017-08,2017,Aug,Thursday,0,128,126,0,123,126,15982.51,13361.11,2621.4,143.0,126.85,0.0,2.44,4.21,11.67,18628.36
20170825,2017-08-25,2017-08,2017,Aug,Friday,0,123,121,2,117,119,17277.28,15068.65,2208.63,133.0,142.79,1.63,5.98,4.08,13.21,18235.71
20170826,2017-08-26,2017-08,2017,Aug,Saturday,1,93,93,0,89,93,12054.65,10141.69,1912.96,99.0,129.62,0.0,1.12,4.22,10.75,17804.66
20170827,2017-08-27,2017-08,2017,Aug,Sunday,1,119,118,0,115,117,16295.46,13367.88,2927.58,143.0,138.1,0.0,1.74,4.16,10.03,17996.13
20170828,2017-08-28,2017-08,2017,Aug,Monday,0,155,154,1,150,150,25497.07,22062.52,3434.55,171.0,165.57,0.65,3.33,4.34,9.82,17921.46
20170829,2017-08-29,2017-08,2017,Aug,Tuesday,0,137,137,0,135,136,37025.69,33756.48,3269.21,155.0,270.26,0.0,5.19,4.2,11.53,20389.49
20170830,2017-08-30,2017-08,2017,Aug,Wednesday,0,181,177,2,173,176,34874.83,30856.17,4018.66,197.0,197.03,1.1,1.73,4.3,10.96,22715.36
20170831,2017-08-31,2017-08,2017,Aug,Thursday,0,149,148,1,143,148,23694.99,20671.51,3023.48,172.0,160.1,0.67,4.9,4.23,10.96,23817.14
20170901,2017-09-01,2017-09,2017,Sep,Friday,0,158,157,1,153,155,32387.45,28419.14,3968.31,182.0,206.29,0.63,4.58,4.03,12.54,25975.73
20170902,2017-09-02,2017-09,2017,Sep,Saturday,1,104,104,0,102,102,20479.18,18128.66,2350.52,118.0,196.92,0.0,0.98,4.54,11.34,27179.24
20170903,2017-09-03,2017-09,2017,Sep,Sunday,1,125,124,1,123,125,30887.46,27741.42,3146.04,141.0,249.09,0.8,0.81,4.42,10.29,29263.81
20170904,2017-09-04,2017-09,2017,Sep,Monday,0,150,148,0,147,146,28385.22,24937.98,3447.24,161.0,191.79,0.0,4.08,4.24,12.07,29676.4
20170905,2017-09-05,2017-09,2017,Sep,Tuesday,0,157,154,0,151,157,24528.97,20981.55,3547.42,181.0,159.28,0.0,1.32,4.06,11.25,27891.16
20170906,2017-09-06,2017-09,2017,Sep,Wednesday,0,140,139,1,138,139,28304.19,25134.71,3169.48,156.0,203.63,0.71,6.52,4.05,13.52,26952.49
20170907,2017-09-07,2017-09,2017,Sep,Thursday,0,99,97,0,97,98,19096.76,16893.5,2203.26,104.0,196.87,0.0,3.09,4.3,11.57,26295.6
20170908,2017-09-08,2017-09,2017,Sep,Friday,0,116,114,1,111,114,14179.09,11573.57,2605.52,132.0,124.38,0.86,4.5,4.29,12.43,23694.41
20170909,2017-09-09,2017-09,2017,Sep,Saturday,1,106,106,0,103,103,17675.75,15082.53,2593.22,119.0,166.75,0.0,2.91,4.07,11.17,23293.92
20170910,2017-09-10,2017-09,2017,Sep,Sunday,1,136,134,1,132,135,20702.76,17708.37,2994.39,151.0,154.5,0.74,6.82,4.19,10.66,21838.96
20170911,2017-09-11,2017-09,2017,Sep,Monday,0,180,177,1,176,180,26916.45,23326.79,3589.66,192.0,152.07,0.56,3.41,4.28,9.91,21629.14
20170912,2017-09-12,2017-09,2017,Sep,Tuesday,0,206,203,2,200,202,32097.23,27006.02,5091.21,243.0,158.11,0.97,8.0,4.04,12.2,22710.32
20170913,2017-09-13,2017-09,2017,Sep,Wednesday,0,207,204,1,203,205,31601.21,27333.38,4267.83,227.0,154.91,0.48,7.39,4.12,11.91,23181.32
20170914,2017-09-14,2017-09,2017,Sep,Thursday,0,166,166,0,163,164,26502.51,22557.76,3944.75,198.0,159.65,0.0,7.36,4.02,12.0,24239.29
